ID,steps,happiness_score
1,15000,0.526479750778816
2,15000,0.526479750778816
6,14861,0.523364485981308
7,14861,0.523364485981308
8,14699,0.538940809968847
10,14560,0.638629283489097
11,14560,0.641744548286604
13,14560,0.638629283489097
17,14560,0.635514018691589
18,14560,0.635514018691589
19,14560,0.616822429906542
20,14560,0.613707165109034
22,14560,0.613707165109034
24,14560,0.610591900311527
25,14560,0.610591900311527
27,14560,0.610591900311527
29,14560,0.542056074766355
30,14560,0.542056074766355
32,14398,0.651090342679128
37,14398,0.545171339563863
40,14398,0.532710280373832
42,14259,0.657320872274143
43,14259,0.657320872274143
46,14259,0.588785046728972
47,14259,0.545171339563863
49,14259,0.535825545171339
50,14259,0.520249221183801
51,14097,0.663551401869159
52,14097,0.663551401869159
54,14097,0.579439252336449
55,14097,0.579439252336449
57,14097,0.538940809968847
60,13958,0.666666666666667
61,13958,0.666666666666667
66,13958,0.548286604361371
68,13796,0.672897196261682
69,13796,0.672897196261682
71,13796,0.566978193146417
72,13796,0.566978193146417
73,13796,0.566978193146417
74,13796,0.56386292834891
76,13796,0.551401869158878
78,13796,0.551401869158878
82,13657,0.67601246105919
84,13657,0.551401869158878
85,13657,0.545171339563863
87,13495,0.679127725856698
88,13495,0.679127725856698
93,13333,0.682242990654206
94,13333,0.554517133956386
96,13333,0.526479750778816
97,13333,0.526479750778816
99,13333,0.526479750778816
100,13333,0.523364485981308
101,13333,0.523364485981308
103,13333,0.523364485981308
105,13194,0.554517133956386
106,13194,0.554517133956386
107,13194,0.535825545171339
110,13032,0.691588785046729
111,13032,0.551401869158878
115,12894,0.694704049844237
117,12894,0.554517133956386
118,12894,0.551401869158878
120,12894,0.538940809968847
122,12731,0.772585669781931
123,12731,0.772585669781931
124,12731,0.772585669781931
125,12731,0.772585669781931
127,12731,0.741433021806854
128,12731,0.738317757009346
129,12731,0.738317757009346
132,12731,0.697819314641744
133,12731,0.551401869158878
134,12731,0.542056074766355
137,12593,0.781931464174455
139,12593,0.781931464174455
140,12593,0.725856697819315
141,12593,0.725856697819315
142,12593,0.725856697819315
143,12593,0.725856697819315
145,12593,0.700934579439252
148,12593,0.523364485981308
152,12431,0.713395638629283
153,12431,0.713395638629283
154,12431,0.707165109034268
155,12431,0.707165109034268
157,12431,0.548286604361371
158,12431,0.526479750778816
159,12431,0.526479750778816
160,12431,0.526479750778816
161,12292,0.794392523364486
163,12292,0.707165109034268
165,12292,0.554517133956386
166,12292,0.548286604361371
169,12292,0.548286604361371
170,12292,0.548286604361371
171,12292,0.532710280373832
172,12292,0.529595015576324
173,12292,0.529595015576324
178,12130,0.697819314641744
181,12130,0.535825545171339
182,11968,0.803738317757009
183,11968,0.803738317757009
184,11968,0.691588785046729
186,11968,0.691588785046729
187,11968,0.551401869158878
188,11968,0.551401869158878
190,11829,0.925233644859813
191,11829,0.900311526479751
193,11829,0.897196261682243
198,11829,0.59190031152648
201,11829,0.566978193146417
202,11829,0.566978193146417
204,11829,0.538940809968847
206,11667,0.928348909657321
207,11667,0.919003115264797
209,11667,0.88785046728972
212,11667,0.809968847352025
213,11667,0.682242990654206
214,11667,0.682242990654206
217,11667,0.557632398753894
218,11667,0.56386292834891
220,11667,0.557632398753894
222,11528,0.928348909657321
224,11528,0.884735202492212
225,11528,0.884735202492212
226,11528,0.809968847352025
227,11528,0.809968847352025
229,11528,0.679127725856698
230,11528,0.601246105919003
231,11528,0.601246105919003
232,11528,0.56386292834891
234,11528,0.560747663551402
236,11528,0.554517133956386
238,11528,0.535825545171339
239,11366,0.928348909657321
242,11366,0.881619937694704
243,11366,0.881619937694704
244,11366,0.813084112149533
246,11366,0.604361370716511
248,11366,0.554517133956386
251,11227,0.922118380062305
252,11227,0.922118380062305
255,11227,0.922118380062305
256,11227,0.922118380062305
257,11227,0.894080996884735
261,11227,0.878504672897196
263,11227,0.81619937694704
264,11227,0.672897196261682
265,11227,0.672897196261682
266,11227,0.607476635514019
267,11227,0.607476635514019
268,11227,0.551401869158878
271,11065,0.931464174454828
273,11065,0.881619937694704
275,11065,0.881619937694704
276,11065,0.878504672897196
278,11065,0.81619937694704
280,11065,0.666666666666667
285,11065,0.542056074766355
286,11065,0.542056074766355
287,11065,0.538940809968847
290,11065,0.538940809968847
291,10926,0.940809968847352
292,10926,0.937694704049844
294,10926,0.872274143302181
295,10926,0.875389408099688
296,10926,0.819314641744548
299,10926,0.610591900311527
301,10764,0.94392523364486
303,10764,0.947040498442367
304,10764,0.866043613707165
307,10764,0.850467289719626
309,10764,0.847352024922118
312,10764,0.657320872274143
315,10764,0.613707165109034
316,10625,0.950155763239875
317,10625,0.950155763239875
319,10625,0.931464174454828
322,10625,0.900311526479751
323,10625,0.900311526479751
324,10625,0.85981308411215
325,10625,0.85981308411215
326,10625,0.856697819314642
327,10625,0.856697819314642
331,10625,0.64797507788162
336,10463,0.975077881619938
339,10463,0.937694704049844
340,10463,0.937694704049844
342,10463,0.88785046728972
344,10463,0.866043613707165
345,10463,0.853582554517134
346,10463,0.866043613707165
348,10463,0.803738317757009
349,10463,0.803738317757009
350,10463,0.632398753894081
352,10463,0.635514018691589
353,10463,0.632398753894081
354,10463,0.632398753894081
355,10463,0.616822429906542
356,10301,0.978193146417445
358,10301,0.959501557632399
359,10301,0.959501557632399
361,10301,0.925233644859813
362,10301,0.922118380062305
363,10301,0.925233644859813
364,10301,0.884735202492212
366,10301,0.881619937694704
368,10301,0.850467289719626
369,10301,0.850467289719626
370,10301,0.853582554517134
371,10301,0.847352024922118
373,10301,0.850467289719626
374,10301,0.850467289719626
378,10301,0.850467289719626
380,10301,0.825545171339564
381,10301,0.828660436137072
382,10301,0.828660436137072
384,10301,0.800623052959502
388,10301,0.607476635514019
389,10301,0.607476635514019
390,10162,0.975077881619938
392,10162,0.962616822429906
394,10162,0.94392523364486
395,10162,0.931464174454828
396,10162,0.931464174454828
400,10162,0.878504672897196
402,10162,0.875389408099688
403,10162,0.856697819314642
404,10162,0.84423676012461
408,10162,0.794392523364486
412,10000,0.981308411214953
414,10000,0.965732087227414
415,10000,0.94392523364486
417,10000,0.934579439252336
420,10000,0.878504672897196
421,10000,0.841121495327103
424,10000,0.794392523364486
425,10000,0.585669781931464
426,10000,0.582554517133956
427,10000,0.582554517133956
429,9861,0.968847352024922
430,9861,0.968847352024922
434,9861,0.934579439252336
436,9861,0.922118380062305
437,9861,0.906542056074766
440,9861,0.838006230529595
441,9861,0.819314641744548
443,9861,0.791277258566978
444,9861,0.576323987538941
445,9861,0.576323987538941
451,9699,0.900311526479751
453,9699,0.834890965732087
456,9699,0.819314641744548
458,9699,0.78816199376947
459,9699,0.570093457943925
462,9560,0.97196261682243
464,9560,0.94392523364486
465,9560,0.937694704049844
466,9560,0.922118380062305
467,9560,0.897196261682243
469,9560,0.81619937694704
470,9560,0.78816199376947
474,9560,0.750778816199377
476,9560,0.747663551401869
477,9560,0.750778816199377
480,9398,0.981308411214953
481,9398,0.975077881619938
482,9398,0.975077881619938
486,9398,0.922118380062305
487,9398,0.922118380062305
488,9398,0.912772585669782
489,9398,0.912772585669782
490,9398,0.919003115264797
492,9398,0.909657320872274
493,9398,0.909657320872274
494,9398,0.909657320872274
495,9398,0.909657320872274
496,9398,0.909657320872274
499,9398,0.906542056074766
501,9398,0.919003115264797
503,9398,0.866043613707165
505,9398,0.912772585669782
507,9398,0.866043613707165
508,9398,0.834890965732087
509,9398,0.78816199376947
510,9398,0.81619937694704
511,9398,0.775700934579439
514,9398,0.735202492211838
515,9398,0.735202492211838
516,9398,0.735202492211838
518,9398,0.560747663551402
520,9259,0.984423676012461
521,9259,0.94392523364486
522,9259,0.937694704049844
523,9259,0.937694704049844
524,9259,0.91588785046729
526,9259,0.919003115264797
528,9259,0.912772585669782
529,9259,0.909657320872274
530,9259,0.91588785046729
533,9259,0.906542056074766
534,9259,0.912772585669782
535,9259,0.909657320872274
536,9259,0.91588785046729
537,9259,0.909657320872274
540,9259,0.909657320872274
545,9259,0.912772585669782
546,9259,0.912772585669782
548,9259,0.897196261682243
549,9259,0.909657320872274
550,9259,0.878504672897196
552,9259,0.85981308411215
557,9259,0.778816199376947
558,9259,0.725856697819315
559,9259,0.725856697819315
561,9259,0.554517133956386
562,9259,0.554517133956386
566,9097,0.978193146417445
567,9097,0.94392523364486
568,9097,0.937694704049844
571,9097,0.91588785046729
572,9097,0.919003115264797
575,9097,0.91588785046729
577,9097,0.912772585669782
579,9097,0.906542056074766
581,9097,0.909657320872274
583,9097,0.909657320872274
584,9097,0.91588785046729
585,9097,0.912772585669782
587,9097,0.912772585669782
589,9097,0.909657320872274
590,9097,0.878504672897196
591,9097,0.906542056074766
593,9097,0.912772585669782
595,9097,0.856697819314642
596,9097,0.831775700934579
597,9097,0.81619937694704
598,9097,0.781931464174455
599,9097,0.785046728971963
600,9097,0.781931464174455
603,9097,0.716510903426791
606,9097,0.545171339563863
607,9097,0.548286604361371
608,9097,0.542056074766355
609,9097,0.545171339563863
610,9097,0.538940809968847
611,9097,0.545171339563863
614,9097,0.492211838006231
615,9097,0.492211838006231
616,9097,0.495327102803738
621,8935,0.978193146417445
623,8935,0.937694704049844
624,8935,0.940809968847352
625,8935,0.919003115264797
626,8935,0.91588785046729
627,8935,0.919003115264797
628,8935,0.91588785046729
632,8935,0.912772585669782
634,8935,0.91588785046729
635,8935,0.909657320872274
636,8935,0.909657320872274
641,8935,0.909657320872274
643,8935,0.900311526479751
648,8935,0.813084112149533
650,8935,0.785046728971963
652,8935,0.710280373831776
656,8935,0.507788161993769
657,8796,0.993769470404984
659,8796,0.940809968847352
660,8796,0.937694704049844
662,8796,0.903426791277258
663,8796,0.903426791277258
664,8796,0.875389408099688
669,8796,0.813084112149533
671,8796,0.781931464174455
672,8796,0.70404984423676
673,8796,0.70404984423676
674,8796,0.70404984423676
676,8796,0.538940809968847
677,8796,0.535825545171339
678,8796,0.538940809968847
679,8796,0.535825545171339
681,8796,0.538940809968847
682,8796,0.535825545171339
683,8796,0.510903426791277
685,8796,0.495327102803738
687,8796,0.495327102803738
691,8634,0.993769470404984
695,8634,0.934579439252336
697,8634,0.919003115264797
699,8634,0.875389408099688
703,8634,0.813084112149533
705,8634,0.697819314641744
706,8634,0.697819314641744
707,8634,0.545171339563863
712,8495,0.940809968847352
716,8495,0.925233644859813
717,8495,0.925233644859813
718,8495,0.872274143302181
719,8495,0.872274143302181
722,8495,0.813084112149533
724,8495,0.694704049844237
726,8495,0.545171339563863
727,8495,0.545171339563863
730,8333,0.990654205607477
734,8333,0.869158878504673
737,8333,0.813084112149533
738,8333,0.781931464174455
739,8333,0.781931464174455
741,8333,0.542056074766355
742,8333,0.542056074766355
743,8333,0.542056074766355
744,8194,0.993769470404984
748,8194,0.884735202492212
750,8194,0.869158878504673
751,8194,0.831775700934579
752,8194,0.813084112149533
753,8194,0.813084112149533
755,8194,0.688473520249221
757,8194,0.685358255451713
758,8194,0.538940809968847
767,8032,0.813084112149533
769,8032,0.781931464174455
771,8032,0.728971962616822
774,8032,0.728971962616822
776,8032,0.700934579439252
778,8032,0.70404984423676
783,8032,0.707165109034268
785,8032,0.551401869158878
786,7894,0.996884735202492
789,7894,0.931464174454828
792,7894,0.919003115264797
794,7894,0.884735202492212
796,7894,0.872274143302181
799,7894,0.813084112149533
802,7894,0.679127725856698
803,7894,0.551401869158878
806,7731,0.981308411214953
807,7731,0.94392523364486
808,7731,0.934579439252336
811,7731,0.91588785046729
812,7731,0.912772585669782
814,7731,0.912772585669782
818,7731,0.906542056074766
819,7731,0.912772585669782
820,7731,0.909657320872274
824,7731,0.875389408099688
825,7731,0.825545171339564
827,7731,0.831775700934579
828,7731,0.825545171339564
829,7731,0.822429906542056
831,7731,0.822429906542056
832,7731,0.819314641744548
840,7731,0.781931464174455
843,7731,0.67601246105919
845,7731,0.548286604361371
847,7593,0.996884735202492
848,7593,0.978193146417445
850,7593,0.934579439252336
851,7593,0.91588785046729
855,7593,0.862928348909657
856,7593,0.862928348909657
857,7593,0.831775700934579
858,7593,0.785046728971963
863,7431,0.996884735202492
864,7431,0.987538940809969
866,7431,0.978193146417445
867,7431,0.978193146417445
869,7431,0.94392523364486
871,7431,0.91588785046729
872,7431,0.912772585669782
876,7431,0.909657320872274
878,7431,0.909657320872274
881,7431,0.906542056074766
885,7431,0.909657320872274
887,7431,0.91588785046729
888,7431,0.912772585669782
889,7431,0.909657320872274
890,7431,0.906542056074766
891,7431,0.875389408099688
894,7431,0.831775700934579
896,7431,0.67601246105919
899,7431,0.672897196261682
900,7431,0.548286604361371
902,7431,0.548286604361371
905,7269,0.993769470404984
908,7269,0.987538940809969
910,7269,0.947040498442367
912,7269,0.91588785046729
913,7269,0.912772585669782
914,7269,0.91588785046729
915,7269,0.912772585669782
917,7269,0.912772585669782
920,7269,0.903426791277258
921,7269,0.909657320872274
922,7269,0.909657320872274
925,7269,0.894080996884735
929,7269,0.903426791277258
932,7269,0.906542056074766
936,7269,0.906542056074766
940,7269,0.91588785046729
944,7269,0.657320872274143
945,7269,0.657320872274143
947,7130,0.987538940809969
949,7130,0.975077881619938
951,7130,0.947040498442367
953,7130,0.919003115264797
954,7130,0.919003115264797
955,7130,0.91588785046729
956,7130,0.912772585669782
957,7130,0.91588785046729
959,7130,0.909657320872274
962,7130,0.909657320872274
963,7130,0.912772585669782
965,7130,0.909657320872274
969,7130,0.906542056074766
971,7130,0.906542056074766
975,7130,0.903426791277258
976,7130,0.912772585669782
977,7130,0.875389408099688
980,7130,0.903426791277258
981,7130,0.903426791277258
982,7130,0.91588785046729
983,7130,0.912772585669782
986,7130,0.85981308411215
987,7130,0.81619937694704
989,7130,0.651090342679128
991,7130,0.651090342679128
992,7130,0.672897196261682
994,7130,0.551401869158878
995,7130,0.551401869158878
999,6968,0.947040498442367
1000,6968,0.947040498442367
1001,6968,0.934579439252336
1002,6968,0.919003115264797
1010,6968,0.909657320872274
1011,6968,0.906542056074766
1012,6968,0.906542056074766
1013,6968,0.894080996884735
1014,6968,0.909657320872274
1015,6968,0.872274143302181
1016,6968,0.872274143302181
1019,6968,0.834890965732087
1020,6968,0.81619937694704
1022,6968,0.78816199376947
1024,6968,0.78816199376947
1025,6968,0.672897196261682
1026,6968,0.641744548286604
1027,6968,0.641744548286604
1028,6968,0.548286604361371
1029,6829,0.984423676012461
1033,6829,0.947040498442367
1034,6829,0.934579439252336
1039,6829,0.81619937694704
1044,6829,0.641744548286604
1046,6829,0.632398753894081
1047,6829,0.632398753894081
1052,6829,0.554517133956386
1055,6667,0.968847352024922
1057,6667,0.934579439252336
1061,6667,0.900311526479751
1063,6667,0.822429906542056
1064,6667,0.819314641744548
1066,6667,0.819314641744548
1068,6667,0.819314641744548
1070,6667,0.791277258566978
1074,6667,0.64797507788162
1081,6667,0.616822429906542
1082,6667,0.61993769470405
1083,6667,0.61993769470405
1084,6667,0.557632398753894
1085,6667,0.560747663551402
1086,6528,0.981308411214953
1087,6528,0.965732087227414
1088,6528,0.965732087227414
1092,6528,0.931464174454828
1093,6528,0.919003115264797
1097,6528,0.909657320872274
1100,6528,0.909657320872274
1101,6528,0.912772585669782
1102,6528,0.909657320872274
1104,6528,0.841121495327103
1106,6528,0.819314641744548
1107,6528,0.819314641744548
1109,6528,0.778816199376947
1114,6528,0.657320872274143
1115,6528,0.654205607476635
1118,6528,0.598130841121495
1119,6528,0.598130841121495
1120,6528,0.601246105919003
1121,6528,0.601246105919003
1123,6528,0.604361370716511
1124,6528,0.598130841121495
1127,6528,0.601246105919003
1128,6528,0.598130841121495
1129,6528,0.604361370716511
1132,6366,0.978193146417445
1134,6366,0.975077881619938
1136,6366,0.975077881619938
1140,6366,0.962616822429906
1146,6366,0.91588785046729
1147,6366,0.91588785046729
1148,6366,0.875389408099688
1152,6366,0.856697819314642
1155,6366,0.84423676012461
1156,6366,0.822429906542056
1158,6366,0.794392523364486
1160,6366,0.775700934579439
1163,6366,0.663551401869159
1165,6366,0.56386292834891
1170,6366,0.489096573208723
1172,6227,0.962616822429906
1177,6227,0.959501557632399
1179,6227,0.940809968847352
1180,6227,0.940809968847352
1182,6227,0.922118380062305
1184,6227,0.912772585669782
1185,6227,0.881619937694704
1187,6227,0.869158878504673
1192,6227,0.850467289719626
1193,6227,0.838006230529595
1194,6227,0.841121495327103
1196,6227,0.825545171339564
1198,6227,0.825545171339564
1200,6227,0.800623052959502
1201,6227,0.769470404984424
1206,6227,0.669781931464174
1209,6227,0.548286604361371
1210,6227,0.554517133956386
1211,6227,0.548286604361371
1213,6227,0.492211838006231
1214,6065,0.956386292834891
1217,6065,0.937694704049844
1218,6065,0.890965732087227
1219,6065,0.88785046728972
1221,6065,0.866043613707165
1225,6065,0.803738317757009
1226,6065,0.766355140186916
1228,6065,0.67601246105919
1230,6065,0.67601246105919
1231,6065,0.67601246105919
1233,6065,0.679127725856698
1234,6065,0.535825545171339
1235,6065,0.538940809968847
1238,6065,0.498442367601246
1240,6065,0.495327102803738
1241,5903,0.950155763239875
1242,5903,0.950155763239875
